id,rank,model,category,input_sequence,actual_response,actual_switch_response,predicted_response,predicted_switch_response,is_correct,is_chosen,choice_index,logprobs,generation_id,seed
51,2,gemini-2.5-pro,animals-few-shot,cat,dog,False,dog,,True,True,0,,iterative,
51,3,gemini-2.5-pro,animals-few-shot,"cat
dog",mouse,True,mouse,,True,True,0,,iterative,
51,4,gemini-2.5-pro,animals-few-shot,"cat
dog
mouse",rat,False,rat,,True,True,0,,iterative,
51,5,gemini-2.5-pro,animals-few-shot,"cat
dog
mouse
rat",giraffe,True,hamster,,False,True,0,,iterative,
51,6,gemini-2.5-pro,animals-few-shot,"cat
dog
mouse
rat
giraffe",lion,False,lion,,True,True,0,,iterative,
51,7,gemini-2.5-pro,animals-few-shot,"cat
dog
mouse
rat
giraffe
lion",zebra,False,zebra,,True,True,0,,iterative,
51,8,gemini-2.5-pro,animals-few-shot,"cat
dog
mouse
rat
giraffe
lion
zebra",rhino,False,rhino,,True,True,0,,iterative,
51,9,gemini-2.5-pro,animals-few-shot,"cat
dog
mouse
rat
giraffe
lion
zebra
rhino",ostrich,False,elephant,,False,True,0,,iterative,
51,10,gemini-2.5-pro,animals-few-shot,"cat
dog
mouse
rat
giraffe
lion
zebra
rhino
ostrich",meerkat,False,hippopotamus,,False,True,0,,iterative,
51,11,gemini-2.5-pro,animals-few-shot,"cat
dog
mouse
rat
giraffe
lion
zebra
rhino
ostrich
meerkat",tiger,False,elephant,,False,True,0,,iterative,
51,12,gemini-2.5-pro,animals-few-shot,"cat
dog
mouse
rat
giraffe
lion
zebra
rhino
ostrich
meerkat
tiger",bear,True,bear,,True,True,0,,iterative,
51,13,gemini-2.5-pro,animals-few-shot,"cat
dog
mouse
rat
giraffe
lion
zebra
rhino
ostrich
meerkat
tiger
bear",bat,True,wolf,,False,True,0,,iterative,
51,14,gemini-2.5-pro,animals-few-shot,"cat
dog
mouse
rat
giraffe
lion
zebra
rhino
ostrich
meerkat
tiger
bear
bat",aardvark,False,owl,,False,True,0,,iterative,
51,15,gemini-2.5-pro,animals-few-shot,"cat
dog
mouse
rat
giraffe
lion
zebra
rhino
ostrich
meerkat
tiger
bear
bat
aardvark",elephant,False,elephant,,True,True,0,,iterative,
51,16,gemini-2.5-pro,animals-few-shot,"cat
dog
mouse
rat
giraffe
lion
zebra
rhino
ostrich
meerkat
tiger
bear
bat
aardvark
elephant",flea,True,hippopotamus,,False,True,0,,iterative,
51,17,gemini-2.5-pro,animals-few-shot,"cat
dog
mouse
rat
giraffe
lion
zebra
rhino
ostrich
meerkat
tiger
bear
bat
aardvark
elephant
flea",ferret,True,ferret,,True,True,0,,iterative,
51,18,gemini-2.5-pro,animals-few-shot,"cat
dog
mouse
rat
giraffe
lion
zebra
rhino
ostrich
meerkat
tiger
bear
bat
aardvark
elephant
flea
ferret",parrot,True,badger,,False,True,0,,iterative,
51,19,gemini-2.5-pro,animals-few-shot,"cat
dog
mouse
rat
giraffe
lion
zebra
rhino
ostrich
meerkat
tiger
bear
bat
aardvark
elephant
flea
ferret
parrot",hippopotamus,True,goldfish,,False,True,0,,iterative,
51,20,gemini-2.5-pro,animals-few-shot,"cat
dog
mouse
rat
giraffe
lion
zebra
rhino
ostrich
meerkat
tiger
bear
bat
aardvark
elephant
flea
ferret
parrot
hippopotamus",alligator,True,crocodile,,False,True,0,,iterative,
51,21,gemini-2.5-pro,animals-few-shot,"cat
dog
mouse
rat
giraffe
lion
zebra
rhino
ostrich
meerkat
tiger
bear
bat
aardvark
elephant
flea
ferret
parrot
hippopotamus
alligator",crocodile,False,crocodile,,True,True,0,,iterative,
51,22,gemini-2.5-pro,animals-few-shot,"cat
dog
mouse
rat
giraffe
lion
zebra
rhino
ostrich
meerkat
tiger
bear
bat
aardvark
elephant
flea
ferret
parrot
hippopotamus
alligator
crocodile",frog,False,frog,,True,True,0,,iterative,
51,23,gemini-2.5-pro,animals-few-shot,"cat
dog
mouse
rat
giraffe
lion
zebra
rhino
ostrich
meerkat
tiger
bear
bat
aardvark
elephant
flea
ferret
parrot
hippopotamus
alligator
crocodile
frog",whale,False,snake,,False,True,0,,iterative,
51,24,gemini-2.5-pro,animals-few-shot,"cat
dog
mouse
rat
giraffe
lion
zebra
rhino
ostrich
meerkat
tiger
bear
bat
aardvark
elephant
flea
ferret
parrot
hippopotamus
alligator
crocodile
frog
whale",shark,False,shark,,True,True,0,,iterative,
51,25,gemini-2.5-pro,animals-few-shot,"cat
dog
mouse
rat
giraffe
lion
zebra
rhino
ostrich
meerkat
tiger
bear
bat
aardvark
elephant
flea
ferret
parrot
hippopotamus
alligator
crocodile
frog
whale
shark",clownfish,False,dolphin,,False,True,0,,iterative,
51,26,gemini-2.5-pro,animals-few-shot,"cat
dog
mouse
rat
giraffe
lion
zebra
rhino
ostrich
meerkat
tiger
bear
bat
aardvark
elephant
flea
ferret
parrot
hippopotamus
alligator
crocodile
frog
whale
shark
clownfish",guppy,False,guppy,,True,True,0,,iterative,
51,27,gemini-2.5-pro,animals-few-shot,"cat
dog
mouse
rat
giraffe
lion
zebra
rhino
ostrich
meerkat
tiger
bear
bat
aardvark
elephant
flea
ferret
parrot
hippopotamus
alligator
crocodile
frog
whale
shark
clownfish
guppy",goldfish,False,goldfish,,True,True,0,,iterative,
51,28,gemini-2.5-pro,animals-few-shot,"cat
dog
mouse
rat
giraffe
lion
zebra
rhino
ostrich
meerkat
tiger
bear
bat
aardvark
elephant
flea
ferret
parrot
hippopotamus
alligator
crocodile
frog
whale
shark
clownfish
guppy
goldfish",snake,True,snake,,True,True,0,,iterative,
51,29,gemini-2.5-pro,animals-few-shot,"cat
dog
mouse
rat
giraffe
lion
zebra
rhino
ostrich
meerkat
tiger
bear
bat
aardvark
elephant
flea
ferret
parrot
hippopotamus
alligator
crocodile
frog
whale
shark
clownfish
guppy
goldfish
snake",snail,True,lizard,,False,True,0,,iterative,
51,30,gemini-2.5-pro,animals-few-shot,"cat
dog
mouse
rat
giraffe
lion
zebra
rhino
ostrich
meerkat
tiger
bear
bat
aardvark
elephant
flea
ferret
parrot
hippopotamus
alligator
crocodile
frog
whale
shark
clownfish
guppy
goldfish
snake
snail",deer,True,slug,,False,True,0,,iterative,
51,31,gemini-2.5-pro,animals-few-shot,"cat
dog
mouse
rat
giraffe
lion
zebra
rhino
ostrich
meerkat
tiger
bear
bat
aardvark
elephant
flea
ferret
parrot
hippopotamus
alligator
crocodile
frog
whale
shark
clownfish
guppy
goldfish
snake
snail
deer",elk,False,elk,,True,True,0,,iterative,
51,32,gemini-2.5-pro,animals-few-shot,"cat
dog
mouse
rat
giraffe
lion
zebra
rhino
ostrich
meerkat
tiger
bear
bat
aardvark
elephant
flea
ferret
parrot
hippopotamus
alligator
crocodile
frog
whale
shark
clownfish
guppy
goldfish
snake
snail
deer
elk",buffalo,True,moose,,False,True,0,,iterative,
51,33,gemini-2.5-pro,animals-few-shot,"cat
dog
mouse
rat
giraffe
lion
zebra
rhino
ostrich
meerkat
tiger
bear
bat
aardvark
elephant
flea
ferret
parrot
hippopotamus
alligator
crocodile
frog
whale
shark
clownfish
guppy
goldfish
snake
snail
deer
elk
buffalo",monkey,False,monkey,,True,True,0,,iterative,
51,34,gemini-2.5-pro,animals-few-shot,"cat
dog
mouse
rat
giraffe
lion
zebra
rhino
ostrich
meerkat
tiger
bear
bat
aardvark
elephant
flea
ferret
parrot
hippopotamus
alligator
crocodile
frog
whale
shark
clownfish
guppy
goldfish
snake
snail
deer
elk
buffalo
monkey",hyena,False,chimpanzee,,False,True,0,,iterative,
51,35,gemini-2.5-pro,animals-few-shot,"cat
dog
mouse
rat
giraffe
lion
zebra
rhino
ostrich
meerkat
tiger
bear
bat
aardvark
elephant
flea
ferret
parrot
hippopotamus
alligator
crocodile
frog
whale
shark
clownfish
guppy
goldfish
snake
snail
deer
elk
buffalo
monkey
hyena",kangaroo,True,cheetah,,False,True,0,,iterative,
71,2,gemini-2.5-pro,animals-few-shot,cheetah,panther,False,lion,,False,True,0,,iterative,
71,3,gemini-2.5-pro,animals-few-shot,"cheetah
panther",snake,True,lion,,False,True,0,,iterative,
71,4,gemini-2.5-pro,animals-few-shot,"cheetah
panther
snake",shark,True,shark,,True,True,0,,iterative,
71,5,gemini-2.5-pro,animals-few-shot,"cheetah
panther
snake
shark",elephant,True,whale,,False,True,0,,iterative,
71,6,gemini-2.5-pro,animals-few-shot,"cheetah
panther
snake
shark
elephant",gazelle,False,giraffe,,False,True,0,,iterative,
71,7,gemini-2.5-pro,animals-few-shot,"cheetah
panther
snake
shark
elephant
gazelle",deer,False,lion,,False,True,0,,iterative,
71,8,gemini-2.5-pro,animals-few-shot,"cheetah
panther
snake
shark
elephant
gazelle
deer",monkey,True,monkey,,True,True,0,,iterative,
71,9,gemini-2.5-pro,animals-few-shot,"cheetah
panther
snake
shark
elephant
gazelle
deer
monkey",orangutan,False,orangutan,,True,True,0,,iterative,
71,10,gemini-2.5-pro,animals-few-shot,"cheetah
panther
snake
shark
elephant
gazelle
deer
monkey
orangutan",mouse,True,gorilla,,False,True,0,,iterative,
71,11,gemini-2.5-pro,animals-few-shot,"cheetah
panther
snake
shark
elephant
gazelle
deer
monkey
orangutan
mouse",hamster,False,hamster,,True,True,0,,iterative,
71,12,gemini-2.5-pro,animals-few-shot,"cheetah
panther
snake
shark
elephant
gazelle
deer
monkey
orangutan
mouse
hamster",sheep,True,rabbit,,False,True,0,,iterative,
71,13,gemini-2.5-pro,animals-few-shot,"cheetah
panther
snake
shark
elephant
gazelle
deer
monkey
orangutan
mouse
hamster
sheep",horse,False,horse,,True,True,0,,iterative,
71,14,gemini-2.5-pro,animals-few-shot,"cheetah
panther
snake
shark
elephant
gazelle
deer
monkey
orangutan
mouse
hamster
sheep
horse",rabbit,True,cow,,False,True,0,,iterative,
71,15,gemini-2.5-pro,animals-few-shot,"cheetah
panther
snake
shark
elephant
gazelle
deer
monkey
orangutan
mouse
hamster
sheep
horse
rabbit",squirrel,False,squirrel,,True,True,0,,iterative,
71,16,gemini-2.5-pro,animals-few-shot,"cheetah
panther
snake
shark
elephant
gazelle
deer
monkey
orangutan
mouse
hamster
sheep
horse
rabbit
squirrel",muskrat,False,chipmunk,,False,True,0,,iterative,
71,17,gemini-2.5-pro,animals-few-shot,"cheetah
panther
snake
shark
elephant
gazelle
deer
monkey
orangutan
mouse
hamster
sheep
horse
rabbit
squirrel
muskrat",loon,True,beaver,,False,True,0,,iterative,
71,18,gemini-2.5-pro,animals-few-shot,"cheetah
panther
snake
shark
elephant
gazelle
deer
monkey
orangutan
mouse
hamster
sheep
horse
rabbit
squirrel
muskrat
loon",eagle,False,eagle,,True,True,0,,iterative,
71,19,gemini-2.5-pro,animals-few-shot,"cheetah
panther
snake
shark
elephant
gazelle
deer
monkey
orangutan
mouse
hamster
sheep
horse
rabbit
squirrel
muskrat
loon
eagle",hawk,False,hawk,,True,True,0,,iterative,
71,20,gemini-2.5-pro,animals-few-shot,"cheetah
panther
snake
shark
elephant
gazelle
deer
monkey
orangutan
mouse
hamster
sheep
horse
rabbit
squirrel
muskrat
loon
eagle
hawk",raven,False,raven,,True,True,0,,iterative,
71,21,gemini-2.5-pro,animals-few-shot,"cheetah
panther
snake
shark
elephant
gazelle
deer
monkey
orangutan
mouse
hamster
sheep
horse
rabbit
squirrel
muskrat
loon
eagle
hawk
raven",bluebird,False,crow,,False,True,0,,iterative,
71,22,gemini-2.5-pro,animals-few-shot,"cheetah
panther
snake
shark
elephant
gazelle
deer
monkey
orangutan
mouse
hamster
sheep
horse
rabbit
squirrel
muskrat
loon
eagle
hawk
raven
bluebird",raptor,True,robin,,False,True,0,,iterative,
71,23,gemini-2.5-pro,animals-few-shot,"cheetah
panther
snake
shark
elephant
gazelle
deer
monkey
orangutan
mouse
hamster
sheep
horse
rabbit
squirrel
muskrat
loon
eagle
hawk
raven
bluebird
raptor",fox,True,fox,,True,True,0,,iterative,
